Mol_Weight	AlogP	PSA	HBA	HBD	QED_Weighted	Arom_Rings	Mol_Species	Smiles
422.49	2.49	93.88	8	1	0.68	3	3	COc1ccc(NC(=O)C2CCCN(C2)c3c4CCCc4nc5ncnn35)cc1OC
430.84	3.5	66.71	6	1	0.67	3	3	CN(CC(=O)Nc1ccc(Cl)c(c1)C(F)(F)F)CC2=CC(=O)N3C=CSC3=N2
418.49	5.59	52.74	3	3	0.4	4	1	Fc1cccc(CNc2ccc(F)c(c2)c3ccnc4[nH]c(cc34)C5CCCNC5)c1
417.8	0.04	149.04	10	1	0.37	1	3	CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H]1OC(=O)C)n2nc(CCl)cc2C(=O)N
413.45	2.43	85.27	7	1	0.69	3	3	CC(N1CC(C1)Oc2ccc(F)cc2)C3=Nc4c(cnn4C5CCOCC5)C(=O)N3
443.41	1.49	119.46	9	2	0.44	4	3	Cc1nc2c(OCc3c(F)cccc3F)cccn2c1C(=O)N[C@@H](CO)c4nnn(C)n4
403.94	3.63	75.43	4	2	0.77	2	3	NC(=O)C1CCN(CC(=O)Nc2ccccc2Sc3ccc(Cl)cc3)CC1
434.37	6.93	30.71	3	0	0.35	4	3	Cn1c(nnc1C2(CCC2)c3ccc(Cl)cc3)c4ccc(cc4Cl)c5ccccc5
400.69	6.87	20.31	1	0	0.43	3	3	Clc1ccc(\C=C/2\C(=O)N(c3ccccc23)c4c(Cl)cccc4Cl)cc1
438.79	6.15	37.61	3	0	0.44	3	3	CCCN(CCC)C(=O)Cc1c(nc2c(Cl)cc(Cl)cn12)c3ccc(Cl)cc3
492.62	4.14	90.98	6	2	0.45	2	3	CCCC1(C(=O)OCC)C(=O)Nc2cc(NC(=O)C)c(cc12)N3CCN(CC3)c4cccc(C)c4C
449.41	4.72	94.32	6	1	0.47	4	2	COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccon4)C(F)(F)F
412.27	6.05	44.49	4	0	0.41	4	3	Clc1ccc(cc1)C2(OCCO2)c3ccc4noc(c5cccc(Cl)c5)c4c3
448.56	4.16	86.75	7	1	0.4	1	3	COc1cc(cc(OC)c1OC)C(=O)O[C@H]2C\C(=C\CC[C@@]3(C)O[C@@H]3[C@H](O)[C@@H]2C(C)C)\C
404.55	4.06	83.83	5	2	0.52	0	3	CC(C)C(=O)O[C@@H]1\C=C\[C@@](C)(CCC=C(C)C)C\C=C(\CO)/C(=O)\C=C\[C@@]1(C)O
434.44	2.44	92.78	5	1	0.77	1	2	CC1(CCCN(C1)C(=O)c2cccc(OC(F)(F)F)c2)C(=O)NS(=O)(=O)C3CC3
483.48	2.91	121.25	9	1	0.38	5	3	COc1cccc(NC(=O)CN2C(=O)N(Cc3onc(n3)c4ccccc4)C(=O)c5ccccc25)c1
422.58	6.35	37.3	2	1	0.46	1	3	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)\C=C\c5ccc(F)cc5
490.56	5.89	75.2	8	0	0.25	5	3	COc1ccc(cc1OC)c2oc(C)c(Cn3c(SCc4ccc(F)cc4)nc5ccncc35)n2
459.34	3.39	118.12	6	2	0.58	3	2	Clc1cccc(c1Cl)S(=O)(=O)Nc2ccc(cc2)S(=O)(=O)Nc3ncccn3
401.53	4.08	74.68	3	1	0.76	2	2	Cc1ccc(cc1)S(=O)(=O)N(CC2CCC(CC2)C(=O)O)Cc3ccccc3
490.69	3.58	47.1	4	0	0.65	1	1	O=C(N1CC2CCC(C1)C2N3CCCC3)c4ccc(cc4)C(=O)N5CC6CCC(C5)C6N7CCCC7
489.51	1.76	156.2	8	4	0.29	3	3	CC(C)(NS(=O)(=O)C)[C@H](NC(=O)c1ccc(cc1)c2oc3cc4OCOc4cc3c2)C(=O)NO
413.55	5.29	46.92	5	1	0.33	4	3	CSC1=Nc2ccc(NC\C=C\c3ccccc3)cc2C(=O)N1Cc4ccccc4
473.49	3.7	122.77	7	3	0.2	4	3	COc1cc(OC)c2C(=O)NC(=Nc2c1)c3ccc(OCc4ccc(\C=C\C(=O)NO)cc4)cc3
492.46	3.59	111.7	6	4	0.35	3	1	Cl.Cl.COc1cc(ccc1c2cn(nn2)c3cccc(c3)C(=N)NC(C)C)C(=N)NC(C)C
451.57	3	91.65	4	2	0.68	2	3	CC(C)C[C@H]1N([C@@H](C(=O)NC(C)C)c2occc2)C(=O)[C@H](NC1=O)C3Cc4ccccc4C3
403.48	6.7	42.09	2	1	0.27	5	3	COC(=O)c1ccc2[nH]c3cccc(\C(=C\c4ccccc4)\c5ccccc5)c3c2c1
412.54	4.85	58.01	6	2	0.5	4	1	C1CCC(C1)n2c3ccccc3c4cnc(Nc5ccc(cc5)N6CCNCC6)nc24
404.43	3.99	80.64	6	1	0.48	5	2	Fc1cc2C(=O)C3=C(SNC3=O)N(C4CC4)c2cc1c5ccc6cncnc6c5
464.61	5.19	55.15	6	0	0.43	3	1	COc1cc(OC)c2C(=CC(=O)Oc2c1C(CCN3CCCCC3)c4ccc(cc4)N(C)C)C
440.53	2.92	95.34	8	1	0.38	3	3	CCOC(=O)CSc1nnc(CNC(=O)c2ccc(OC)cc2)n1Cc3ccccc3
403.48	5.45	68.65	4	1	0.53	3	2	OC(=O)CC\C=C/CC1COC(OC1c2cccnc2)c3cccc4ccccc34
463.53	5.52	68.46	6	0	0.32	4	3	COc1ccc(CN(C(=O)CSc2oc(nn2)c3ccccc3C)c4ccc(F)cc4)cc1
492.98	5.75	81.28	6	1	0.38	4	3	COc1ccc(cc1OC)C2CC3=C(C=C(C(=O)N3)c4nc(cs4)c5cccc(Cl)c5)C(=O)C2
443.55	4.39	72.91	6	0	0.58	3	3	CCN(C(=O)c1cc2CS(=O)(=O)c3ccccc3c2s1)c4cc(OC)ccc4OC
456.53	4.99	91.75	9	0	0.32	5	3	COc1ccc(cc1)c2noc(CSc3nnc(c4ccncc4)n3c5ccc(C)cc5)n2
453.01	4.21	86.15	6	2	0.62	3	3	CN1C(=N)N[C@@](C)(CS1(=O)=O)c2sc(cc2Cl)c3ccc(cc3)c4nccs4
498.58	4.43	74.35	5	1	0.58	3	3	COc1ccccc1N2CCN(CC2)C(=O)c3cccc(c3)N4C(=O)NC5CC4(C)Oc6ccccc56
434.21	3.36	98.54	5	1	0.44	2	2	CS(=O)(=O)Nc1ccc(cc1Oc2ccccc2I)[N+](=O)[O-]
444.5	4.9	78.09	7	0	0.36	6	3	C(Oc1ccc(cc1)c2cnc3nnc(Cc4ccc5ncccc5c4)n3n2)c6ccccc6
458.52	2.26	104.53	5	2	0.61	3	2	C[C@@H]1[C@](C)(c2ccccc2)[C@]1(NS(=O)(=O)N3CCn4c(C3)nc5cc(F)ccc45)C(=O)O
436.31	1.43	94.08	8	2	0.61	3	3	CC(CCO)Nc1nc2N(C)C(=O)N(C)C(=O)c2n1Cc3ccc(Br)cc3
432.31	4.55	89.03	6	2	0.51	3	3	COCCCNc1nc(NC(=O)c2cc(Cl)cc(Cl)c2)cc(n1)c3cccnc3
449.92	2.57	105.14	6	1	0.32	2	3	CC(=O)Oc1ccc(\C=N\NC(=O)C2CCCN2S(=O)(=O)c3ccc(Cl)cc3)cc1
411.42	1.85	80.04	7	0	0.65	3	3	Cc1nc(ncc1F)N2CC3CN(CC3C2)C(=O)c4c(F)cccc4n5nccn5
464.47	3.5	85.24	5	1	0.63	3	3	CC1=CC=C(C(=O)NCc2ccc(cc2)S(=O)(=O)C)C(=O)N1c3cccc(c3)C(F)(F)F
437.57	3.59	72.28	7	1	0.57	3	3	CC(Sc1nnc(C)n1Cc2ccccc2)C(=O)Nc3ccc(cc3)N4CCOCC4
417.47	3.09	107.59	8	1	0.48	4	3	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3nc(C)cc3C)c2)c4cncnc14
428.5	3.92	104.82	6	3	0.43	4	3	O=C(NCC1CCOCC1)c2cc3cc(Nc4nccc(n4)c5ccccn5)ccc3[nH]2
457.62	5.03	61.44	3	2	0.38	3	3	CCN(CC)c1ccc(cc1)C(NC(=O)CCc2ccccc2)NC(=O)CCc3ccccc3
445.94	4.47	65.19	7	0	0.44	4	3	Cc1nnc2CN=C(c3ccccc3Cl)c4cc(C#CCOc5cccnc5)sc4n12
404.46	5.07	68.9	5	1	0.19	4	3	CCc1ccc(OCCCC(O)Oc2ccc3c(OC(=O)c4ccccc34)c2)cc1
490.41	5.63	70.15	5	2	0.37	4	3	CN(C)c1nc(NCc2ccc(NC(=O)c3ccc(Br)cc3)cc2)c4ccc(C)cc4n1
478.53	3.4	111.89	9	1	0.39	4	3	CCC1=NN2C(=O)C=C(COC(=O)c3ccc(NC(=O)COc4ccccc4C)cc3)N=C2S1
411.57	5.05	67.38	5	0	0.69	2	3	CC(C)CN1C=C(S/C/1=N\C(=O)c2cc(ccc2OC3CCC3)C#N)C(C)(C)C
434.5	1.22	132.63	6	2	0.68	2	2	COc1cc(ccc1C#CC2CC2)C(=O)NS(=O)(=O)c3ccccc3S(=O)(=O)N
443.39	4.86	36.44	3	0	0.62	2	1	FC(F)(F)c1cc(cc(c1)C(F)(F)F)C(=O)N2CCC3(CC2)CN(C3)c4ccccn4
458.47	1.64	110.6	7	1	0.62	3	3	Fc1ccc(cc1)N2C=CC(=O)C(=N2)C(=O)Nc3ccc(cc3)S(=O)(=O)N4CCOCC4
477.64	2.65	88.4	8	0	0.49	3	3	CCn1c(SCC(=O)N2CCN(CC2)S(=O)(=O)c3ccccc3)nnc1c4cccs4
480.05	4.97	52.65	3	1	0.6	2	3	Clc1ccc(cc1)C(N2CCCN(CC2)C(=O)\C=C/C(=O)NC3CCCCC3)c4ccccc4
405.44	3.06	30.29	5	0	0.85	2	3	CCOCc1cnc2C(C)N(Cc3cccs3)CCn12.OC(=O)C(F)(F)F
420.31	5.61	58.04	4	2	0.45	4	0	Cc1ccc2ccc(C(Nc3ccccn3)c4ccc(Br)cc4)c(O)c2n1
419.29	5.03	55.12	3	1	0.61	3	2	CC(C)(CC(=O)O)Cc1nc2ccccc2n1Cc3ccc(Br)cc3F
457.55	3.09	79.82	7	1	0.68	2	1	COC1CCCN(C1)c2ncc(F)c(n2)N3CC[C@H](C3)Oc4ccc(cc4)[C@H](C)NC(=O)C
433.47	2.67	121.68	8	4	0.33	3	3	COc1cccc(c1)[C@H](C)Nc2cc(NC3CC3)n4ncc(\C=C\5/NC(=O)NC5=O)c4n2
406.33	2.34	108.85	8	1	0.61	2	3	CC1=CN([C@@H]2O[C@H](CO[P@@]3(=O)OCc4cc(C)ccc4O3)C=C2)C(=O)NC1=O
492.53	3.74	141.86	6	4	0.27	4	2	CCC1=C(C)c2ccc(OC(C)C(=O)NC(Cc3c[nH]c4ccc(O)cc34)C(=O)O)c(C)c2OC1=O
453.54	5.27	92.18	5	2	0.51	3	2	OC(=O)C[C@@H]1CC[C@H](CC1)c2ccc(cc2)C(=O)Nc3nnc(Cc4cccc(F)c4)s3
457.61	5.55	69.56	3	3	0.36	2	3	OCCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5
444.54	4.83	88.18	5	1	0.62	3	3	CC1(C)OC(=O)N([C@@H]2CC[C@H](CC2)C3=CC(=CNC3=O)c4ncccn4)C1c5ccccc5
417.3	3.89	81.85	3	2	0.68	3	3	CC1=CC(=C(CN2CCc3c(Cl)cc(c(Cl)c3C2=O)c4cn[nH]c4)C(=O)N1)C
407.52	2.82	101.3	6	2	0.63	3	3	CC(C)C(NS(=O)(=O)c1ccc2nc(C)sc2c1)C(=O)NCc3occc3
463.54	4.43	44.81	4	1	0.6	2	1	CN(C)CCCN1CCC(CC1)NC(=O)c2ccc(COc3ccc(cc3)C(F)(F)F)cc2
414.55	4.26	58.12	4	1	0.65	3	3	Cc1cc(C)nc(n1)N2CCCC(C2)C(=O)NCC(c3ccccc3)c4ccccc4
411.5	4.27	72.55	4	2	0.54	3	2	COc1ccc(c(F)c1)C(SC[C@H](N)C(=O)O)(c2ccccc2)c3ccccc3
460.46	4.49	91.34	5	2	0.6	3	0	OC(=O)C[C@@H]1COC2(CCN(CC2)c3ccc(cn3)c4nc5cc(ccc5[nH]4)C(F)(F)F)C1
433.59	6.38	49.77	4	1	0.28	2	3	COc1c(CC=C(C)C)cc(C(=O)\C=C\c2ccc(cc2)N(C)C)c(O)c1CC=C(C)C
494.58	4.77	102.89	9	1	0.36	6	3	CCc1nn(Cc2cccc(C)n2)c3cccc(NC(=O)c4cnc5cc(ccn45)c6nncs6)c13
412.54	5.23	76.14	7	2	0.45	4	3	COc1cccc(c1)C(=O)Nc2nc3ccc4nc(NCC(C)C)sc4c3s2
459.36	2.03	108.38	6	4	0.51	2	3	CC1=CN([C@H]2C[C@H](CNC(=S)Nc3ccc(Cl)c(Cl)c3)[C@@H](CO)O2)C(=O)NC1=O
448.49	4.29	73.66	4	2	0.72	2	3	C[C@](O)(c1ccc(cc1)C(=O)N(C2CC2)[C@@H]3CC[C@](O)(CC3)c4ccccn4)C(F)(F)F
424.52	3.46	75.71	4	1	0.53	3	3	COCCNC(=O)c1ccccc1N(Cc2ccccc2)S(=O)(=O)c3ccccc3
418.19	4.48	68.01	5	1	0.68	3	2	OC(=O)c1cnn(c2nc(cs2)c3ccc(Br)cc3)c1C(F)(F)F
447.54	3.54	79.7	6	1	0.51	4	3	CN(C)CCNC(=O)c1nccc2c(C)c3c(cc12)c4cc(OC(=O)N(C)C)ccc4n3C
495.65	4.11	86.79	4	1	0.68	2	3	Cc1cccc(NC(=O)C2CCN(CC2)S(=O)(=O)c3ccc4N(CCCc4c3)C(=O)C5CCC5)c1
480.61	4.58	61.8	4	2	0.56	3	3	Oc1ccc2C[C@H]3N(Cc4ccccc4)CC[C@@]5(C[C@]6(CNC(=O)c7ccccc7)CC[C@@]35O6)c2c1
456.44	3.72	114.19	8	1	0.44	5	3	Cc1ccc(nc1)[C@H]2COC(=O)N2c3ccn4ncc(c5ccc(c(F)c5)c6nc[nH]n6)c4n3
436.96	2.63	53.01	5	1	0.66	2	3	Cl.CN1CCN(CC(O)COc2ccc(F)cc2C(=O)CCc3ccccc3)CC1
491.53	3.03	110.33	10	2	0.34	4	3	O[C@@H]1CON(Cc2cnn(c2)c3ccnc(Nc4ccc5c(c4)c(cn5CCF)C(=O)C6CC6)n3)C1
403.46	2.07	102.42	6	2	0.68	3	3	CN1C=C(c2cc[nH]c2C1=O)c3cc(NS(=O)(=O)C)ccc3OC4CCOC4
408.45	4.24	88.85	5	1	0.44	3	3	COc1cc2c(oc3ccccc23)cc1NC(=O)CCCCCN4C(=O)CCC4=O
473.53	5.41	97.99	6	2	0.3	4	2	CC(C)C(=O)c1cn(CC(O)COc2ccc(Oc3ccccc3)cc2)c4ccc(cc14)C(=O)O
463.57	3.66	91.37	8	0	0.17	1	1	CCOC(=O)C(CCCOc1cccc(OCCN2CCCC2)c1C(=O)CC)C(=O)OCC
426.26	5.19	78.03	5	0	0.33	4	3	[O-][N+](=O)c1ccc(cc1)N2N=C(Cc3ccc(Cl)cc3Cl)c4ccccc4C2=O
492.52	1.89	102.86	9	0	0.5	3	3	COc1cc(cnc1CC(=O)N2CCN3C[C@H](OC[C@H]3C2)c4ccc(F)c([N+]#[C-])c4C)n5cnnn5
424.47	3.8	59.08	4	0	0.75	2	3	Fc1ccc(cc1)C2N(Cc3ccc4OCOc4c3)C(=O)CN(C5CCCCC5)C2=O
498.55	2.28	136.62	12	1	0.38	5	3	Nc1nc(nc2nc(nn12)c3occc3)N4CCN5C[C@@H](COc6ncnc7ccccc67)CC[C@H]5C4
407.48	2.68	98.06	8	1	0.67	3	3	CC(=O)Nc1cc(nc(n1)n2nc(C)cc2C)N3CCC[C@@H]3COc4ccccn4
433.3	4.21	102.74	4	2	0.46	3	3	COc1ccc(cc1)c2onc(C)c2C(=O)\N=C(/N)\NCc3cc(Cl)cc(Cl)c3
459.36	5.8	87.9	6	1	0.37	3	3	Cc1cc(cc(C)c1Oc2ccnc(SCC(=O)Nc3ccc(Cl)cc3Cl)n2)C#N
427.67	8.68	42.23	2	1	0.24	2	2	CCCCCCCCCCCCCCCCCCc1c(C(=O)O)n(C)c2ccccc12
438.51	4.2	86.22	7	1	0.23	3	3	CCOc1cc(\C=N\NC(=O)COc2cccc(C)c2)ccc1OC(=O)c3cccs3
432.56	5.04	34.17	5	0	0.47	3	3	COc1ccc(OC(CCN2CCN(CC2)c3ccccc3OC)c4ccccc4)cc1
470.69	6.29	77.76	3	3	0.26	0	2	C[C@H](\C=C/C=C(\C)/C(=O)O)[C@]1(C)CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@H](O)CC[C@]4(C)[C@@]3(O)CC=C12
454.53	4.35	70.57	4	1	0.44	4	3	CCOc1ccc(cc1)[C@@H]2N3[C@H](Cc4c2[nH]c5ccccc45)C(=O)N(CCn6cccc6)C3=O
421.46	3.32	99.53	8	2	0.63	3	3	COc1cc(cc(OC)c1OC)C2C=C(Nc3ncnn23)c4cccc(NC(=O)C)c4
436.56	3.29	106.22	5	3	0.64	2	3	C[C@H]1CC(=O)NCCCc2c(C)c3C(=O)CC(C)(C)Cc3n2c4ccc(C(=O)N)c(N1)c4
459.99	4.21	58.8	4	1	0.73	2	1	CC(C)[C@H](N)c1cccc(F)c1N2CCN(CC2)C(=O)C3COCC3c4ccc(Cl)cc4
405.44	3.28	91.16	8	1	0.4	4	3	O=C(CSc1ncnc2c1cnn2c3ccccc3)Nc4ccc5OCOc5c4
475.98	5.58	83.4	7	2	0.36	4	1	Cc1cc(cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12)c5cc(O)ccc5Cl
400.45	1.39	114.73	9	0	0.65	3	3	CN1CCN(CC1)c2ncc3N=C(C(=O)N(CCC#N)c3n2)c4cccc(c4)C#N
410.43	4.28	89.13	5	2	0.53	4	3	O=C1CCc2c(Oc3ccc4OC5C(C5c6nc7ccccc7[nH]6)c4c3)ccnc2N1
460.53	3.25	80.93	7	0	0.56	3	1	O=C(N1CC(C1)Oc2ccc(CN3CCC4(CCOC4)C3)cc2)c5oc(nn5)c6ccccc6
419.89	2.49	122.12	4	3	0.59	3	3	Cc1cc(C)cc(c1)S(=O)(=O)c2c([nH]c3ccc(Cl)cc23)C(=O)NCC(=O)N
470.51	3.47	91.63	6	2	0.51	3	3	C\C(=N/NC(=O)c1ccc(N\N=C(/C)\c2ccncc2)cc1)\c3ccncc3.OS(=O)(=O)O
467.92	4.31	70.23	3	3	0.57	2	1	FC(F)(F)c1cccc(c1)C(=O)NCC(=O)N[C@H]2CCCC[C@H]2NCc3ccc(Cl)cc3
433.56	3.85	87.02	5	1	0.78	2	3	CC(C)(C)NC(=O)C(N(C(=O)C1=NC=NC1)c2ccc(cc2)C(C)(C)C)c3cccnc3
454.48	3.76	90.65	7	1	0.42	4	3	CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5cc(ccc5nc34)c6ccc(OC)cc6)C2=O
406.3	4.22	77.83	6	1	0.71	3	3	Clc1ccc(c(Cl)c1)c2c(C#N)c(sc2c3ncn[nH]3)N4CCOCC4
423.41	5.02	64.63	5	1	0.75	2	2	Cc1cc(ccc1Oc2ccc3[C@@H](CCOc3c2)C4SC(=O)NC4=O)C(F)(F)F
481.53	0.69	140.34	8	2	0.54	1	3	CCOC(=O)C1=C(COC(=O)c2ccc(C)c(c2)S(=O)(=O)N3CCOCC3)NC(=O)NC1C
443.45	4.82	64.11	4	1	0.48	4	3	Fc1cc2CC(CNC(=O)c3cccc(c3)c4ccccc4F)Oc2c(c1)c5cnccn5
450.54	4.02	72.22	6	0	0.51	3	3	COc1cc(OC)c(C(CC(=O)N2CCCC2)c3ccc(cc3)N(C)C)c4OC(=O)C=Cc14
491.93	3.93	88.61	7	2	0.25	3	3	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3F)c2cc1OCCNC(=O)\C=C\CN(C)C
482.01	4.76	80.2	4	2	0.38	4	3	Cc1ccc(cc1)S(=O)(=O)NCCc2cn(CC(=O)Nc3ccc(Cl)cc3)c4ccccc24
459.53	1.88	137.22	9	5	0.31	3	3	CC(C)Nc1cc(ncc1C(=O)NC[C@@H](F)C(C)(C)O)n2ccc3cnc(NCCO)nc23
487.64	4.72	77.15	5	1	0.61	2	3	COC1CCC2(CC1)Cc3ccc(CCC4CC4)cc3C25N=C(N)N(Cc6cccc(OC)c6)C5=O
462.44	5.07	77.11	6	1	0.4	5	3	Cn1cncc1c2cc3nccc(c4cccc(NC(=O)c5cccc(c5)C(F)(F)F)c4)n3n2
438.51	1.72	111.99	8	1	0.67	2	3	COc1cc(NC(=O)Cn2cnc(c2)S(=O)(=O)N3CCCCC3)cc(OC)c1OC
480.52	3.81	74.77	6	1	0.54	3	3	COC(=O)c1c(F)cccc1c2ccc(CNc3ccc(cn3)C(=O)N4CCN(C)CC4)c(F)c2
422.32	5.39	68.54	4	1	0.52	2	3	CCCCCCCCOc1ccc(NC(=O)C2=COC(=O)C(=C2)Br)cc1
433.3	4.52	79.11	4	3	0.44	4	1	NCCc1ccc(cc1F)c2c(O)cc(Br)c3NC(=O)c4sccc4c23
456.55	3.96	89.19	8	1	0.49	4	0	Cc1ccc2nc(O)c(cc2c1)C(N3CCCc4ccccc34)c5nnnn5CC6CCCO6
470.69	6.77	63.6	4	1	0.24	0	3	CC[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@H](C)\C=C(/C)\C=C\C[C@@H](C)\C=C(\CC)/C=C/[C@@H]1OC(=O)C=C[C@H]1C
494.4	5.47	84.21	5	2	0.37	4	3	Cc1cc(NC(=O)NCC(F)(F)F)cc(c1)c2cnc3cc(ccn23)c4ccnc(n4)C(F)(F)F
426.53	2.7	106.14	6	4	0.34	4	1	C(CCc1nc2cc(ccc2[nH]1)C3=NCCN3)Cc4nc5cc(ccc5[nH]4)C6=NCCN6
456.51	3.95	132.12	7	3	0.37	4	3	CCC(Nc1ncnc2c(cccc12)C(=O)N)c3cccc(NC(=O)c4ccc(OC)nc4)c3
461.99	6.01	62.44	4	2	0.19	4	1	CCN(CC)Cc1cc(Nc2cc[n+]([O-])c3cc(Cl)ccc23)cc(Cc4ccccc4)c1O
420.49	3.83	76.57	7	0	0.42	2	3	CCOC(=O)CSc1nc2cc(N3C(=O)C4=C(CCCC4)C3=O)c(F)cc2s1
455.58	3.39	96.53	5	3	0.26	2	3	CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(=O)c2ccccc2
470.52	3.21	111.52	6	2	0.41	2	2	CCO[C@H](Cc1ccc(OCC#CCOc2ccc(C[C@@H](OCC)C(=O)O)cc2)cc1)C(=O)O
437.58	5.26	36.44	4	0	0.51	3	3	CCC(=O)N(c1ccccc1F)C2(CCN(CCc3ccccc3)CC2)c4nccs4
467.6	4.87	61.67	6	2	0.39	5	1	O=C(Nc1ccccc1c2cn3c(CN4CCNCC4)csc3n2)c5ccc6ccccc6c5
460.61	7.33	66.76	4	2	0.42	2	3	CC(=CCc1cc(cc(CC=C(C)C)c1O)[C@@H]2CC(=O)c3ccc(O)c(CC=C(C)C)c3O2)C
428.94	4.66	40.51	3	1	0.53	3	1	CN(CCCCN1CCNC1=O)Cc2cn(c3ccc(F)cc3)c4ccc(Cl)cc24
421.52	2.68	108.57	5	2	0.67	2	3	CCOC(=O)c1c(C)[nH]c(C)c1S(=O)(=O)N(C)CC(=O)Nc2ccc(C)cc2C
461.43	5.86	59.81	5	1	0.5	3	3	CC(C)CCc1c(C)nn(c1C)c2nc(C)c(s2)C(=O)Nc3ccc(Br)cc3
495.07	5.3	74.1	4	4	0.28	4	1	Cl.COc1ccc2[nH]c3C(CCCCC4NCCc5c4[nH]c6ccc(OC)cc56)NCCc3c2c1
490.03	3.16	86.79	4	1	0.7	2	3	C[C@H](N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O)C(=O)N4CC5CCC4CC5
441.55	7.17	43.48	4	1	0.3	5	3	COc1cc(Sc2c([nH]c3ccccc23)c4cccc5ccccc45)cc(OC)c1OC
404.47	3.11	51.43	5	0	0.66	3	3	Fc1cccc(\C=C/2\SC3=NC4=C(C(N3C2=O)c5ccccc5)C(=O)CCC4)c1
473.49	2.15	121.24	10	1	0.32	4	2	CN1C(=C(C(=O)\C=C\c2ccc(OCc3cn(nn3)c4ccc(C)cc4)cc2)C(=O)N(C)C1=O)O
480.39	5.13	61.77	3	1	0.55	3	3	C[C@H](Cc1ccc(Cl)c(Cl)c1)C(=O)N[C@H]2N=C(c3ccccc3)c4ccccc4N(C)C2=O
431.56	3.66	83.39	5	2	0.53	1	3	CCO\C(=C\1/C(NC(=S)N=C1C)c2ccc(OCC(=O)N3CCCCCC3)cc2)\O
424.39	-0.54	173.76	9	3	0.3	1	2	CO\N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)N)/c3occc3
458.47	5.81	116.48	8	1	0.2	4	3	CCOC(=O)c1nc(Nc2cc(Oc3ccccc3CC)cc(c2)[N+](=O)[O-])c4ccccc4n1
428.51	5.77	54.26	3	2	0.37	4	0	Cc1ccc2c(CNCc3ccc(F)cc3)c(C(=O)O)n(Cc4ccc(C=C)cc4)c2c1
458.52	6.67	64.35	4	1	0.3	6	2	OC(=O)c1ccc2c(ccn2Cc3ccc4ccc(OCc5ccc6ccccc6n5)cc4c3)c1
447.62	6.09	47.36	4	0	0.38	3	3	CCN(CC)C(=O)c1ccc2c(c1)nc(Cc3ccc(OC4CCC4)cc3)n2CCC(C)C
474.51	4.83	68.06	5	2	0.42	4	3	CN1N(Cc2cccc(c2)C(F)(F)F)c3ccc(NC(=O)NCCc4cccs4)cc3C1=O
456.59	3.73	62.16	5	2	0.68	1	3	CC(C)(O)[C@H]1C[C@]23CC[C@@]1(OCC[18F])[C@@H]4Oc5c(O)ccc6C[C@H]2N(CC7CC7)CC[C@@]34c56
460.26	3.99	85.56	4	1	0.68	1	3	CC1(CC(=NN1C(=O)C(F)(F)F)C(F)(F)F)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F
423.49	2.93	78.95	5	1	0.7	3	3	COc1ccccc1N2CCN(CC2)S(=O)(=O)c3ccc4NC(=O)c5cccc3c45
484.58	4.01	80.81	5	1	0.57	3	3	COCCN1C(=NC2(C1=O)c3cc(ccc3CC24CCc5ccccc5CC4)c6cccnc6F)N
480.65	4.85	85.02	5	2	0.48	2	1	COCCCC[C@](O)([C@@H]1CCCN(C1)C(=O)[C@@H]2CC[C@H](N)C2)c3ccccc3Oc4ccccc4
411.49	5.28	69.63	7	0	0.35	5	3	C(Sc1nnc(c2ccccc2)n1c3ccccc3)c4onc(n4)c5ccccc5
474.03	3.84	77.37	3	1	0.54	2	3	CN\C(=N/S(=O)(=O)N1CCCCC1)\N2CCC(C(=N2)c3ccc(Cl)cc3)c4ccccc4
469.97	4.49	80.65	6	2	0.53	3	3	Cn1nccc1c2cc(NC(=O)Nc3ccc(Cl)cc3)ccc2OCCN4CCCOCC4
430.56	4.16	56.76	7	1	0.63	3	3	COc1ccc(Nc2cc(nc(n2)N3CCCC3)N4CCN(CC4)c5ccccc5)cc1
419.43	2.71	112.74	6	2	0.67	3	2	Oc1oc2cc(ccc2n1)S(=O)(=O)N3CCC(CC3)C(=O)Nc4ccc(F)cc4
434.86	4.23	105.6	7	3	0.26	3	3	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCC(=O)NO
471.52	4.96	97.77	8	0	0.29	4	3	COc1ccccc1N2CCN(CC2)c3ccc(cc3[N+](=O)[O-])c4onc(n4)c5ccccc5C
